text,phonetic,part_of_speech,definition_en,definition_vi,example_en,example_vi,level
correlate,/ˈkɒr.ɪ.leɪt/,verb,to show a relationship between two things,tương quan,Exercise correlates with better mental health.,Tập thể dục tương quan với sức khỏe tinh thần tốt hơn.,B2
deficiency,/dɪˈfɪʃ.ən.si/,noun,a lack of something that is needed,sự thiếu hụt,Vitamin D deficiency is common.,Thiếu hụt vitamin D rất phổ biến.,B2
illuminate,/ɪˈluː.mɪ.neɪt/,verb,to make something clearer or easier to understand,làm sáng tỏ,Her example illuminated the concept.,Ví dụ của cô ấy làm sáng tỏ khái niệm.,B2
immense,/ɪˈmens/,adjective,extremely large or great,to lớn / bao la,She felt immense pride in her achievement.,Cô ấy cảm thấy niềm tự hào to lớn về thành tích của mình.,B2
impose,/ɪmˈpəʊz/,verb,to force a rule or penalty on someone,áp đặt,They imposed a new tax on imports.,Họ áp đặt thuế mới lên hàng nhập khẩu.,B2
mediate,/ˈmiː.di.eɪt/,verb,to resolve a dispute between two parties,hòa giải / làm trung gian,She mediated between the two sides.,Cô ấy làm trung gian giữa hai bên.,B2
negate,/nɪˈɡeɪt/,verb,to cancel out or make ineffective,phủ định / vô hiệu hóa,One mistake can negate all the progress.,Một lỗi có thể vô hiệu hóa tất cả tiến trình.,B2
parameter,/pəˈræm.ɪ.tər/,noun,a limit or boundary that defines a system,thông số / giới hạn,Set the parameters before starting the test.,Đặt thông số trước khi bắt đầu kiểm tra.,B2
rationale,/ˌræʃ.əˈnɑːl/,noun,a set of reasons for a course of action,lý do / cơ sở,She explained the rationale behind her decision.,Cô ấy giải thích cơ sở đằng sau quyết định của mình.,B2
contemplate,/ˈkɒn.tɛm.pleɪt/,verb,to think carefully about something,suy ngẫm,She contemplated her next move.,Cô ấy suy ngẫm về bước đi tiếp theo.,B2
constitute,/ˈkɒn.stɪ.tjuːt/,verb,to form or make up the whole of something,tạo thành,Women constitute half of the workforce.,Phụ nữ tạo thành một nửa lực lượng lao động.,B2
concurrent,/kənˈkɜː.rənt/,adjective,existing or happening at the same time,đồng thời,The two events were concurrent.,Hai sự kiện xảy ra đồng thời.,B2
expertise,/ˌek.spɜːˈtiːz/,noun,a high level of knowledge or skill,chuyên môn,Her expertise in data analysis is valuable.,Chuyên môn phân tích dữ liệu của cô ấy rất có giá trị.,B2
hierarchy,/ˈhaɪ.ər.ɑː.ki/,noun,a system where people are ranked above one another,thứ bậc,There is a strict hierarchy in the military.,Có thứ bậc nghiêm ngặt trong quân đội.,B2
obligation,/ˌɒb.lɪˈɡeɪ.ʃən/,noun,something you must do as a duty,nghĩa vụ,We have an obligation to protect the environment.,Chúng ta có nghĩa vụ bảo vệ môi trường.,B2
perception,/pəˈsep.ʃən/,noun,the way you understand or think about something,nhận thức / cảm nhận,Her perception of the situation was different.,Cảm nhận của cô ấy về tình huống khác.,B2
plausible,/ˈplɔː.zɪ.bəl/,adjective,seeming reasonable or probable,có lý / hợp lý,That is a plausible explanation.,Đó là một giải thích có lý.,B2
reinstate,/ˌriː.ɪnˈsteɪt/,verb,to restore something to its previous state,khôi phục,The rule was reinstated after review.,Quy tắc được khôi phục sau khi xem xét.,B2
sequence,/ˈsiː.kwəns/,noun,a series of things in a particular order,trình tự,Follow the sequence of steps carefully.,Thực hiện trình tự các bước cẩn thận.,B2
terminology,/ˌtɜː.mɪˈnɒl.ə.dʒi/,noun,the body of terms used in a subject,thuật ngữ,Medical terminology can be complex.,Thuật ngữ y tế có thể phức tạp.,B2
verify,/ˈver.ɪ.faɪ/,verb,to check that something is true or accurate,xác minh,Please verify your email address.,Vui lòng xác minh địa chỉ email của bạn.,B2
visualise,/ˈvɪʒ.u.ə.laɪz/,verb,to form a mental image of something,hình dung,Try to visualise your goal.,Hãy cố gắng hình dung mục tiêu của bạn.,B2
appetite,/ˈæp.ɪ.taɪt/,noun,a desire for food or something else,cảm giác thèm ăn / ham muốn,She lost her appetite when she was ill.,Cô ấy mất cảm giác thèm ăn khi bị bệnh.,A2
conversation,/ˌkɒn.vəˈseɪ.ʃən/,noun,an informal talk between two or more people,cuộc trò chuyện,We had a long conversation about travel.,Chúng tôi có một cuộc trò chuyện dài về du lịch.,A2
exercise,/ˈek.sə.saɪz/,noun,physical activity done to stay healthy,bài tập / vận động,Regular exercise improves your mood.,Tập thể dục đều đặn cải thiện tâm trạng.,A2
habit,/ˈhæb.ɪt/,noun,something done regularly and automatically,thói quen,She has the habit of waking up early.,Cô ấy có thói quen dậy sớm.,A2
interview,/ˈɪn.tə.vjuː/,noun,a formal meeting to assess a person,buổi phỏng vấn,She prepared well for the job interview.,Cô ấy chuẩn bị kỹ cho buổi phỏng vấn xin việc.,A2
medicine,/ˈmed.ɪ.sən/,noun,a substance taken to treat illness,thuốc,Take this medicine three times a day.,Uống thuốc này ba lần mỗi ngày.,A2
neighbour,/ˈneɪ.bər/,noun,a person who lives next to you,hàng xóm,My neighbour is very friendly.,Hàng xóm của tôi rất thân thiện.,A2
opinion,/əˈpɪn.jən/,noun,a personal view or judgement,ý kiến,What is your opinion on this topic?,Ý kiến của bạn về chủ đề này là gì?,A2
pocket,/ˈpɒk.ɪt/,noun,a small bag sewn into clothing,túi quần áo,He put the keys in his pocket.,Anh ấy bỏ chìa khóa vào túi.,A2
sandwich,/ˈsæn.wɪdʒ/,noun,food between two slices of bread,bánh sandwich,She makes a sandwich for lunch.,Cô ấy làm bánh sandwich cho bữa trưa.,A1
stamp,/stæmp/,noun,a small piece of paper stuck on a letter,con tem,Put a stamp on the envelope.,Dán tem lên phong bì.,A2
towel,/ˈtaʊ.əl/,noun,a piece of cloth used for drying,cái khăn tắm,Hang the towel after you use it.,Treo khăn sau khi dùng xong.,A1
